Scene ID,Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
sc388,6811,6829,6.008,3.62,5.952,0.100809255957803,1811.43318952141,-155.609683841026,137.320083277699,-36.5779177800979,30.0083139266589
sc389,6813,6831,5.53714285714286,4.15642857142857,5.60571428571429,0.126266108409003,1837.93318600237,-136.761130296387,134.583892798057,-36.0797584679377,31.5698301756688
sc390,6816,6834,4.935,5.3025,4.9275,0.210025554781444,1898.54885607029,-79.188564265942,128.221037835174,-33.7549516517623,38.3461503782457
sc391,6818,6836,5.689,4.266,5.762,0.216642312623551,1952.82155033355,-65.439632003055,123.360714667093,-29.7523386060449,41.6476108223159
sc392,6821,6839,5.28,3.38333333333333,5.33333333333333,0.219052605211288,1857.27921717367,-66.5861918034924,130.695408976251,-35.7041325966878,41.2989073167783
sc393,6823,6841,3.14666666666667,5.50666666666667,3.93,0.208685344481613,1862.21950505973,-72.9929423543598,130.557768277727,-36.6946208759423,42.0586852856144
sc394,6826,6844,4.43,3.22,4.84,0.278625894622508,1722.4555509574,-41.263437430667,141.044380722465,-43.1428898506771,40.9085553068736
sc395,6828,6846,4.851,4.014,5.041,0.285782968198213,1668.74253084495,-39.6153029153102,144.089059139565,-41.9901000208929,41.038382400986
sc396,6831,6849,5.36,3.46375,4.92,0.250950444911258,1697.12327236616,-53.460874362334,141.010716401506,-41.4891931209436,38.3861827107053
sc397,6833,6851,5.43666666666667,4.57,5.25666666666667,0.209875531838211,1726.89603901391,-68.2322068761526,141.27334490322,-43.206283199574,38.4313938106133
sc398,6836,6854,5.33,3.1,5.17,0.207412672558862,1689.9180872309,-65.1827857389055,144.759896878163,-46.522502476132,41.6798352989095
sc399,6838,6856,4.97333333333333,4.19333333333333,5.54,0.214274793882647,1732.75881997392,-50.1497723058094,142.064851912279,-47.6846550471513,42.938282913321
sc400,6841,6859,5.86,5.68,5.9,0.214730316295611,1803.80024899537,-42.3607177644987,136.243236334064,-43.6311396875006,39.4319109706592
sc401,6843,6861,5.1075,4.08,5.355,0.18519212653726,1807.29817428364,-57.0849156056695,134.574517485494,-40.7351428231502,38.407240443412
sc402,6846,6864,5.64125,4.0175,5.69625,0.175674572903794,1760.3466827572,-64.6691873434524,136.598474745884,-41.1305520049633,40.0701363549643
sc403,6848,6866,6.02,3.30666666666667,5.99333333333333,0.184079917956627,1750.01434407521,-60.9790736599925,137.685805906954,-40.8221751266673,39.7882678580605
sc404,6851,6869,4.81,4.62,5.65,0.177565606112401,1805.95419823892,-60.5104492963412,134.550087832418,-44.830857210623,41.5480328361333
sc405,6853,6871,4.14,4.42,5.425,0.176656449264616,1849.89745573936,-58.9800948729956,131.18405375894,-45.2556731187293,40.022622657004
sc406,6856,6874,5.72333333333333,4.145,6.00833333333333,0.162524122539533,1866.57077692672,-71.0513252715106,127.70632050266,-41.3680467869798,36.9529099426389
sc407,6858,6876,5.49857142857143,3.64142857142857,5.46428571428571,0.162567858920874,1880.11033252472,-68.7312888650304,126.944215765308,-44.4206666893933,37.3850193470708
sc408,6861,6879,4.914,4.56,4.788,0.17409212734866,1943.40446782343,-61.0958081627197,123.603237307698,-47.478788222953,40.7848491447144
sc409,6863,6881,5.23666666666667,3.57333333333333,5.24666666666667,0.170930821100153,2005.89190077601,-59.1154633235404,120.974827935002,-51.7135204926256,39.0440881044806
sc410,6866,6884,5.636,4.252,5.72,0.135812203234893,2098.67254024474,-71.0669177988522,114.118775838095,-51.7421021902828,38.9174899579438
sc411,6868,6886,5.4475,4.45875,5.6,0.151260231921707,2054.7625880755,-66.7967004457833,116.062063548609,-48.6051442965586,36.6231613442997
sc412,6871,6889,5.455,3.55,5.085,0.158972038231761,2039.82170480814,-63.1241585296645,114.312164047282,-42.6796375925498,35.0441009156261
sc413,6873,6891,4.85,4.285,5.645,0.170718891892427,2074.35649800084,-52.1140814165032,111.895921128242,-42.9891867709663,34.2678951895877
sc414,6876,6894,5.33,3.1,5.17,0.183288685149886,2095.79730687922,-45.8459428558792,109.436707578888,-39.7438442698768,32.0958117053018
sc415,6878,6896,5.48,4.12714285714286,5.57285714285714,0.19492058756115,2035.33701463459,-38.4868719715735,112.554418892771,-39.1793313127809,27.9945746885559
sc416,6881,6899,4.964,4.642,4.884,0.203039139393476,2009.64292710489,-33.062298728389,113.875927156282,-36.929363453163,25.9237956313944
sc417,6883,6901,4.99333333333333,4.00666666666667,5.63333333333333,0.214548351695284,1986.16319916902,-26.1563473028474,114.615424661423,-34.6444379171082,26.4177089931402
